symbol,quarter_label,net_sales_cr,pat_cr,diluted_eps,source_url,pulled_at
PREMIERENE,Dec 2025,139,13,0.28,https://www.screener.in/company/PREMIERENE/,2026-08-16T07:14:15
PREMIERENE,Mar 2026,275,52,1.15,https://www.screener.in/company/PREMIERENE/,2026-08-16T07:14:15
PREMIERENE,Jun 2026,176,29,0.63,https://www.screener.in/company/PREMIERENE/,2026-08-16T07:14:15
PRESTIGE,Jun 2023,535,39,0.97,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Sep 2023,960,129,3.22,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Dec 2023,579,11,0.28,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Mar 2024,578,67,1.66,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Jun 2024,397,19,0.48,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Sep 2024,1178,18,0.43,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Dec 2024,710,132,3.06,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Mar 2025,588,17,0.40,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Jun 2025,456,13,0.30,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Sep 2025,798,20,0.47,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Dec 2025,1129,46,1.06,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Mar 2026,1697,104,2.42,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRESTIGE,Jun 2026,749,11,0.26,https://www.screener.in/company/PRESTIGE/,2026-08-16T07:14:15
PRICOLLTD,Jun 2023,533,27,2.19,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Sep 2023,573,30,2.44,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Dec 2023,569,31,2.54,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Mar 2024,581,43,3.57,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Jun 2024,611,36,2.99,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Sep 2024,664,42,3.48,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Dec 2024,630,36,2.92,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Mar 2025,624,28,2.30,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Jun 2025,683,39,3.21,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Sep 2025,758,46,3.73,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Dec 2025,800,44,3.65,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Mar 2026,856,78,6.42,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRICOLLTD,Jun 2026,852,49,4.06,https://www.screener.in/company/PRICOLLTD/,2026-08-16T07:14:15
PRIVISCL,Jun 2023,405,5,1.27,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Sep 2023,430,27,6.81,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Dec 2023,401,32,8.17,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Mar 2024,476,34,8.78,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Jun 2024,441,32,8.24,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Sep 2024,518,47,11.92,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Dec 2024,498,44,11.35,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Mar 2025,581,66,16.91,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Jun 2025,566,69,17.57,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Sep 2025,656,100,25.66,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Dec 2025,573,86,21.92,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Mar 2026,660,103,26.27,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRIVISCL,Jun 2026,601,84,21.55,https://www.screener.in/company/PRIVISCL/,2026-08-16T07:14:15
PRSMJOHNSN,Jun 2023,1792,10,0.20,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Sep 2023,1652,178,3.54,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Dec 2023,1657,2,0.04,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Mar 2024,1968,-0,-0.00,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Jun 2024,1632,-0,-0.01,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Sep 2024,1522,-78,-1.55,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Dec 2024,1633,48,0.95,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Mar 2025,1939,133,2.64,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Jun 2025,1771,8,0.17,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Sep 2025,1714,18,0.35,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Dec 2025,1735,77,1.53,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Mar 2026,2087,-47,-0.94,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRSMJOHNSN,Jun 2026,1817,94,1.87,https://www.screener.in/company/PRSMJOHNSN/,2026-08-16T07:14:15
PRUDENT,Jun 2023,149,24,5.76,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Sep 2023,165,25,5.98,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Dec 2023,180,28,6.76,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Mar 2024,200,34,8.18,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Jun 2024,223,37,9.05,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Sep 2024,252,43,10.34,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Dec 2024,256,40,9.67,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Mar 2025,243,36,8.76,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Jun 2025,275,49,11.81,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Sep 2025,307,51,12.37,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Dec 2025,333,55,13.30,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Mar 2026,347,61,14.84,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PRUDENT,Jun 2026,340,69,16.57,https://www.screener.in/company/PRUDENT/,2026-08-16T07:14:15
PTC,Jun 2023,4570,90,3.03,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Sep 2023,4880,133,4.50,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Dec 2023,3225,63,2.12,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Mar 2024,3332,83,2.80,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Jun 2024,4525,106,3.59,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Sep 2024,4966,116,3.94,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Dec 2024,3264,111,3.74,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Mar 2025,2774,521,17.61,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Jun 2025,3867,105,3.54,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Sep 2025,5327,134,4.52,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Dec 2025,3284,83,2.79,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Mar 2026,3778,76,2.56,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTC,Jun 2026,4670,71,2.39,https://www.screener.in/company/PTC/,2026-08-16T07:14:15
PTCIL,Jun 2023,70.81,9.26,6.92,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Sep 2023,53.05,5.48,4.04,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Dec 2023,52.52,4.57,3.37,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Mar 2024,70.23,4.53,3.14,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Jun 2024,46.06,2.78,1.93,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Sep 2024,69.21,9.06,6.05,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Dec 2024,58.37,8.13,5.43,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Mar 2025,69.05,15.08,10.06,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Jun 2025,51.18,8.18,5.46,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Sep 2025,74.78,8.16,5.45,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Dec 2025,68.07,5.56,3.71,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Mar 2026,95.77,11.04,7.36,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PTCIL,Jun 2026,113.17,5.19,3.46,https://www.screener.in/company/PTCIL/,2026-08-16T07:14:15
PURVA,Jun 2023,175,-12,-0.52,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Sep 2023,187,-11,-0.45,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Dec 2023,313,50,2.11,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Mar 2024,430,6,0.27,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Jun 2024,298,-15,-0.64,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Sep 2024,275,-25,-1.07,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Dec 2024,189,-82,-3.48,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Mar 2025,155,-76,-3.20,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Jun 2025,126,-68,-2.87,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Sep 2025,334,-36,-1.53,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Dec 2025,723,64,2.69,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Mar 2026,1119,111,4.68,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PURVA,Jun 2026,512,18,0.75,https://www.screener.in/company/PURVA/,2026-08-16T07:14:15
PVRINOX,Jun 2023,1267,-80,-8.18,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Sep 2023,1935,166,16.91,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Dec 2023,1497,13,1.28,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Mar 2024,1198,-134,-13.66,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Jun 2024,1137,-176,-17.95,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Sep 2024,1533,-12,-1.26,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Dec 2024,1596,34,3.51,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Mar 2025,1177,-123,-12.51,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Jun 2025,1373,-51,-5.21,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Sep 2025,1758,104,10.58,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Dec 2025,1774,95,9.67,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Mar 2026,1487,121,12.30,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PVRINOX,Jun 2026,1582,52,5.25,https://www.screener.in/company/PVRINOX/,2026-08-16T07:14:15
PWL,Sep 2024,695,85,14.14,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Dec 2024,680,110,18.07,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Mar 2025,464,-314,-1.44,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Jun 2025,694,-98,-0.45,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Sep 2025,896,89,0.41,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Dec 2025,919,100,0.35,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Mar 2026,736,-132,-0.46,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
PWL,Jun 2026,928,-26,-0.09,https://www.screener.in/company/PWL/,2026-08-16T07:14:15
QPOWER,Dec 2023,53,10,70000.00,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Mar 2024,31,2,0.33,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Jun 2024,30,5,0.71,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Sep 2024,42,9,1.29,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Dec 2024,36,7,1.03,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Mar 2025,44,9,1.10,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Jun 2025,41,11,1.40,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Sep 2025,53,13,1.67,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Dec 2025,58,15,1.88,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Mar 2026,71,16,2.12,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QPOWER,Jun 2026,65,25,3.17,https://www.screener.in/company/QPOWER/,2026-08-16T07:14:15
QUESS,Jun 2023,3719,60,4.07,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Sep 2023,3851,77,5.19,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Dec 2023,3959,101,6.83,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Mar 2024,3140,104,7.00,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Jun 2024,3286,51,3.41,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Sep 2024,3412,109,7.37,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Dec 2024,3725,41,2.77,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Mar 2025,3365,-81,-5.46,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Jun 2025,3366,53,3.54,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Sep 2025,3541,27,1.82,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Dec 2025,3638,51,3.39,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Mar 2026,3560,59,3.94,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
QUESS,Jun 2026,3848,79,5.27,https://www.screener.in/company/QUESS/,2026-08-16T07:14:15
RADICO,Jun 2023,954,63,4.73,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Sep 2023,925,62,4.63,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Dec 2023,1161,74,5.52,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Mar 2024,1079,57,4.25,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Jun 2024,1137,76,5.71,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Sep 2024,1116,82,6.14,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Dec 2024,1294,96,7.17,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Mar 2025,1304,91,6.78,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Jun 2025,1506,133,9.96,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Sep 2025,1494,139,10.38,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Dec 2025,1547,155,11.58,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Mar 2026,1504,175,13.08,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RADICO,Jun 2026,1684,226,16.88,https://www.screener.in/company/RADICO/,2026-08-16T07:14:15
RAILTEL,Jun 2023,468,38,1.20,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Sep 2023,599,68,2.12,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Dec 2023,668,62,1.94,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Mar 2024,833,78,2.42,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Jun 2024,558,49,1.52,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Sep 2024,843,73,2.26,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Dec 2024,768,65,2.03,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Mar 2025,1308,113,3.53,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Jun 2025,744,66,2.06,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Sep 2025,951,76,2.37,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Dec 2025,913,62,1.94,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Mar 2026,1669,142,4.42,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAILTEL,Jun 2026,893,66,2.05,https://www.screener.in/company/RAILTEL/,2026-08-16T07:14:15
RAIN,Jun 2023,26.49,35.22,1.05,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Sep 2023,47.52,23.38,0.70,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Dec 2023,34.78,-4.55,-0.14,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Mar 2024,27.06,-3.40,-0.10,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Jun 2024,30.42,-3.33,-0.10,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Sep 2024,42.67,29.54,0.88,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Dec 2024,41.31,16.13,0.48,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Mar 2025,36.99,-2.66,-0.08,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Jun 2025,24.31,0.21,0.01,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Sep 2025,24.56,11.27,0.34,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Dec 2025,44.77,0.63,0.02,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Mar 2026,41.59,1.12,0.03,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAIN,Jun 2026,26.08,1.23,0.04,https://www.screener.in/company/RAIN/,2026-08-16T07:14:15
RAINBOW,Jun 2023,270,39,3.87,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Sep 2023,319,64,6.30,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Dec 2023,322,61,6.02,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Mar 2024,326,50,4.97,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Jun 2024,315,39,3.82,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Sep 2024,404,77,7.62,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Dec 2024,382,67,6.60,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Mar 2025,354,55,5.37,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Jun 2025,335,52,5.09,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Sep 2025,408,73,7.20,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Dec 2025,394,66,6.48,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Mar 2026,408,59,5.84,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RAINBOW,Jun 2026,411,53,5.19,https://www.screener.in/company/RAINBOW/,2026-08-16T07:14:15
RALLIS,Jun 2023,782,63,3.24,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Sep 2023,832,82,4.22,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Dec 2023,598,24,1.23,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Mar 2024,436,-21,-1.08,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Jun 2024,783,48,2.47,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Sep 2024,928,98,5.04,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Dec 2024,522,11,0.57,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Mar 2025,430,-32,-1.65,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Jun 2025,957,95,4.89,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Sep 2025,861,102,5.25,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Dec 2025,623,2,0.10,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Mar 2026,456,-15,-0.77,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RALLIS,Jun 2026,1022,125,6.43,https://www.screener.in/company/RALLIS/,2026-08-16T07:14:15
RAMCOCEM,Jun 2023,2241,79,3.34,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Sep 2023,2329,101,4.29,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Dec 2023,2106,93,3.95,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Mar 2024,2673,121,5.14,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Jun 2024,2088,36,1.50,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Sep 2024,2038,26,1.08,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Dec 2024,1977,325,13.77,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Mar 2025,2392,31,1.31,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Jun 2025,2070,86,3.64,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Sep 2025,2235,74,3.14,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Dec 2025,2101,387,16.37,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Mar 2026,2606,146,6.20,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RAMCOCEM,Jun 2026,2269,32,1.35,https://www.screener.in/company/RAMCOCEM/,2026-08-16T07:14:15
RATEGAIN,Jun 2023,38.42,5.17,0.48,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Sep 2023,39.18,4.13,0.38,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Dec 2023,46.53,16.64,1.41,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Mar 2024,49.27,17.93,1.52,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Jun 2024,49.45,14.30,1.21,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Sep 2024,49.12,13.39,1.14,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Dec 2024,53.48,17.82,1.51,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Mar 2025,58.38,26.63,2.26,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Jun 2025,58.86,18.06,1.53,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Sep 2025,63.53,20.27,1.72,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Dec 2025,62.64,0.29,0.02,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Mar 2026,63.78,11.73,0.99,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATEGAIN,Jun 2026,68.19,4.21,0.36,https://www.screener.in/company/RATEGAIN/,2026-08-16T07:14:15
RATNAMANI,Jun 2023,1112,137,19.49,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Sep 2023,1072,169,24.16,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Dec 2023,1199,134,19.18,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Mar 2024,1424,168,23.99,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Jun 2024,1110,105,15.02,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Sep 2024,898,102,14.62,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Dec 2024,1294,146,20.77,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Mar 2025,1575,225,32.06,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Jun 2025,1062,145,20.68,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Sep 2025,940,108,15.44,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
RATNAMANI,Dec 2025,794,88,12.54,https://www.screener.in/company/RATNAMANI/,2026-08-16T07:14:15
